match_id,date,home_team_id,away_team_id,home_elo,home_fifa_rank,home_recent_form,home_attack_strength,home_defense_strength,away_elo,away_fifa_rank,away_recent_form,away_attack_strength,away_defense_strength,home_advantage,competition_weight,neutral,elo_difference,ranking_difference,attack_difference,defense_difference,recent_form_difference,competition_strength,historical_win_rate,head_to_head_score,home_score,away_score,result
405,2011-01-05 00:00:00,113,54,1529.3528000084657,50,1.0,1.5,0.0,1453.7690707842876,50,0.125,0.0,1.5,0,0.75,1,75.58372922417811,0,1.5,-1.5,0.875,0.75,0.5,0.0,2,1,0
406,2011-01-06 00:00:00,72,98,1500.6967699732106,50,0.3,1.2857142857142858,1.1428571428571428,1530.6437531440233,50,0.8,1.5714285714285714,1.0,100,0.5,0,-29.9469831708127,0,-0.2857142857142856,0.1428571428571428,-0.5,0.5,0.5,0.0,2,3,2
407,2011-01-06 00:00:00,138,27,1440.0606529109373,50,0.1,0.2,1.6,1485.67252485988,50,0.3333333333333333,1.0,1.3333333333333333,100,0.9,0,-45.611871948942735,0,-0.8,0.26666666666666683,-0.2333333333333333,0.9,0.5,0.0,2,0,0
408,2011-01-10 00:00:00,115,16,1529.9181316758636,50,0.5,2.0,1.2857142857142858,1485.0,50,0.0,0.0,2.0,0,0.75,1,44.918131675863606,0,2.0,-0.7142857142857142,0.5,0.75,0.5,0.0,1,0,0
409,2011-01-13 00:00:00,78,1,1571.1245997237984,50,0.9,1.1428571428571428,0.14285714285714285,1559.921358801761,50,0.9,2.6,0.6,100,0.5,0,11.203240922037367,0,-1.4571428571428573,-0.45714285714285713,0.0,0.5,0.5,0.0,1,2,2
410,2011-01-14 00:00:00,94,142,1504.7423179314987,50,0.6,1.1666666666666667,1.0,1469.9987459385607,50,0.3,0.8333333333333334,1.3333333333333333,100,0.9,0,34.74357199293809,0,0.33333333333333337,-0.33333333333333326,0.3,0.9,0.5,0.0,2,1,0
411,2011-01-16 00:00:00,108,91,1500.6485080943569,50,0.5,1.0,0.8,1470.6471999915343,50,0.0,1.0,2.5,100,0.7,0,30.001308102822577,0,0.0,-1.7,0.5,0.7,0.5,0.0,2,2,1
412,2011-01-16 00:00:00,105,148,1530.5618383749566,50,0.6,1.5,1.25,1482.8642866092662,50,0.2,0.8571428571428571,1.1428571428571428,0,1.0,1,47.69755176569038,0,0.6428571428571429,0.1071428571428572,0.39999999999999997,1.0,0.5,0.0,2,0,0
413,2011-01-16 00:00:00,133,60,1500.6471999915343,50,0.5,0.75,1.25,1485.001308203624,50,0.4,1.0,1.4285714285714286,100,0.7,0,15.645891787910386,0,-0.25,-0.1785714285714286,0.09999999999999998,0.7,0.5,0.0,1,1,1
414,2011-01-16 00:00:00,75,129,1515.0,50,1.0,1.0,0.0,1453.6990021474335,50,0.2,1.0,1.5,0,1.0,1,61.300997852566525,0,0.0,-1.5,0.8,1.0,0.5,0.0,2,0,0
415,2011-01-16 00:00:00,111,108,1500.0012540614393,50,0.5,1.2,1.0,1500.6485080943569,50,0.5,1.0,0.8,0,0.6,1,-0.6472540329175445,0,0.19999999999999996,0.19999999999999996,0.0,0.6,0.5,0.0,0,0,1
416,2011-01-18 00:00:00,144,72,1516.9669248429486,50,0.6666666666666666,1.0,0.6666666666666666,1485.6666880356602,50,0.3,1.375,1.375,100,0.9,0,31.300236807288456,0,-0.375,-0.7083333333333334,0.36666666666666664,0.9,0.5,0.0,3,0,0
417,2011-01-18 00:00:00,84,124,1500.5882099975495,50,0.5,1.0,1.4285714285714286,1514.3807418458844,50,0.6666666666666666,1.6666666666666667,1.6666666666666667,100,0.7,0,-13.792531848334875,0,-0.6666666666666667,-0.23809523809523814,-0.16666666666666663,0.7,0.5,0.0,1,1,1
418,2011-01-19 00:00:00,116,65,1469.3528000084657,50,0.0,0.0,1.0,1451.0824276381918,50,0.5,0.7777777777777778,1.4444444444444444,100,0.9,0,18.27037237027389,0,-0.7777777777777778,-0.4444444444444444,-0.5,0.9,0.5,0.0,2,1,0
419,2011-01-20 00:00:00,103,96,1586.7641335389706,50,1.0,2.0,0.16666666666666666,1501.2547861497574,50,0.7,1.3333333333333333,1.3333333333333333,100,0.9,0,85.50934738921319,0,0.6666666666666667,-1.1666666666666665,0.30000000000000004,0.9,0.5,1.0,1,0,0
420,2011-01-21 00:00:00,74,137,1514.3528000084657,50,0.625,1.5,1.25,1515.6192581541156,50,0.625,1.0,0.5,0,0.55,1,-1.266458145649949,0,0.5,0.75,0.0,0.55,0.5,0.0,2,1,0
421,2011-01-21 00:00:00,115,139,1543.6296453036507,50,0.7,1.875,1.125,1470.0278920616945,50,0.16666666666666666,0.6666666666666666,1.6666666666666667,0,0.6,1,73.6017532419562,0,1.2083333333333335,-0.5416666666666667,0.5333333333333333,0.6,0.5,0.0,2,0,0
422,2011-01-22 00:00:00,81,16,1483.0039797011495,50,0.4,1.2857142857142858,1.4285714285714286,1469.3528000084657,50,0.0,0.0,1.5,100,0.7,0,13.651179692683854,0,1.2857142857142858,-0.0714285714285714,0.4,0.7,0.5,0.0,0,1,2
423,2011-01-22 00:00:00,26,6,1499.4677987589325,50,0.6,0.8,1.1,1544.32747514012,50,1.0,2.0,0.0,100,0.3,0,-44.859676381187455,0,-1.2,1.1,-0.4,0.3,0.5,0.0,0,2,2
424,2011-01-22 00:00:00,101,141,1470.0278920616945,50,0.25,0.25,1.25,1486.2920435747596,50,0.4,0.8,1.0,0,1.0,1,-16.264151513065144,0,-0.55,0.25,-0.15000000000000002,1.0,0.5,0.0,3,0,0
425,2011-01-26 00:00:00,95,76,1469.3818940296483,50,0.3,0.8,1.2,1513.70675453492,50,0.625,1.25,0.5,100,0.5,0,-44.32486050527177,0,-0.44999999999999996,0.7,-0.325,0.5,0.5,0.0,3,3,1
426,2011-01-28 00:00:00,138,156,1457.6230711665892,50,0.2,0.5,1.3333333333333333,1484.294676680894,50,0.3,0.9,1.1,100,0.7,0,-26.67160551430493,0,-0.4,0.23333333333333317,-0.09999999999999998,0.7,0.5,0.0,0,0,1
427,2011-01-28 00:00:00,124,44,1515.0012540614393,50,0.625,1.5,1.5,1487.6088642532584,50,0.4,1.0,1.4,100,0.8,0,27.39238980818095,0,0.5,0.10000000000000009,0.22499999999999998,0.8,0.5,0.0,2,1,0
428,2011-01-28 00:00:00,10,146,1542.3408808135757,50,0.7,1.0,1.1,1529.2466767126032,50,0.7,1.0,0.8333333333333334,0,0.6,1,13.094204100972547,0,0.0,0.2666666666666667,0.0,0.6,0.5,0.0,1,0,0
429,2011-01-29 00:00:00,108,77,1500.647299314068,50,0.5,1.0,0.8571428571428571,1543.0150818607246,50,0.8,1.2857142857142858,0.8571428571428571,0,1.0,1,-42.3677825466566,0,-0.2857142857142858,0.0,-0.30000000000000004,1.0,0.5,0.0,2,3,2
430,2011-01-31 00:00:00,50,79,1468.7620953623516,50,0.5,1.0,1.7142857142857142,1500.6192581541156,50,0.5,1.25,1.25,100,0.9,0,-31.85716279176404,0,-0.25,0.4642857142857142,0.0,0.9,0.5,0.0,0,1,2
431,2011-02-02 00:00:00,134,16,1469.946666144552,50,0.3,1.0,1.2857142857142858,1483.0330751570514,50,0.3333333333333333,0.3333333333333333,1.0,100,0.5,0,-13.086409012499416,0,0.6666666666666667,0.2857142857142858,-0.033333333333333326,0.5,0.5,0.0,2,0,0
432,2011-02-04 00:00:00,155,36,1471.9608777631483,50,0.4,0.5714285714285714,1.4285714285714286,1514.4074773412176,50,0.625,1.25,0.5,0,1.0,1,-42.446599578069254,0,-0.6785714285714286,0.9285714285714286,-0.22499999999999998,1.0,0.5,0.0,0,0,1
433,2011-02-04 00:00:00,53,116,1515.0,50,0.6666666666666666,1.0,0.6666666666666666,1485.67252485988,50,0.3333333333333333,0.6666666666666666,1.0,100,0.8,0,29.327475140119986,0,0.33333333333333337,-0.33333333333333337,0.3333333333333333,0.8,0.5,0.0,1,2,2
434,2011-02-05 00:00:00,97,27,1498.7602296303294,50,0.5,1.4,1.2,1470.0543084319982,50,0.25,0.75,1.5,100,0.3,0,28.705921198331225,0,0.6499999999999999,-0.30000000000000004,0.25,0.3,0.5,0.0,2,2,1
435,2011-02-05 00:00:00,75,130,1529.3528000084657,50,1.0,1.5,0.0,1470.0278920616945,50,0.25,0.75,1.25,0,1.0,1,59.32490794677119,0,0.75,-1.25,0.75,1.0,0.5,0.0,1,1,1
436,2011-02-06 00:00:00,30,106,1485.0557280327434,50,0.4,0.4,0.6,1526.8288683941992,50,0.6,1.0,0.5714285714285714,100,0.7,0,-41.77314036145572,0,-0.6,0.02857142857142858,-0.19999999999999996,0.7,0.5,0.0,3,0,0
437,2011-02-06 00:00:00,40,44,1500.0278920616945,50,0.5,1.0,0.6666666666666666,1472.074122623905,50,0.4,1.0,1.5,100,0.7,0,27.95376943778956,0,0.0,-0.8333333333333334,0.09999999999999998,0.7,0.5,0.0,2,1,0
438,2011-02-06 00:00:00,136,110,1485.0291407966372,50,0.5,1.25,1.5,1500.0278920616945,50,0.5,1.3333333333333333,1.6666666666666667,100,0.5,0,-14.998751265057308,0,-0.08333333333333326,-0.16666666666666674,0.0,0.5,0.5,0.0,0,1,2
439,2011-02-07 00:00:00,28,20,1530.6170557785038,50,0.8333333333333334,1.6666666666666667,0.3333333333333333,1466.7514836348132,50,0.3,0.8,1.6,100,0.9,0,63.86557214369054,0,0.8666666666666667,-1.2666666666666668,0.5333333333333334,0.9,0.5,0.0,0,2,2
440,2011-02-10 00:00:00,85,115,1487.021700806841,50,0.4,1.0,1.1428571428571428,1556.7558413392007,50,0.7,1.8888888888888888,1.0,100,0.3,0,-69.73414053235979,0,-0.8888888888888888,0.1428571428571428,-0.29999999999999993,0.3,0.5,0.0,2,1,0
441,2011-02-12 00:00:00,94,56,1519.5375883223446,50,0.8,1.2857142857142858,1.0,1472.478620929978,50,0.3,0.6,1.0,100,0.7,0,47.05896739236664,0,0.6857142857142858,0.0,0.5,0.7,0.5,0.0,0,1,2
442,2011-02-13 00:00:00,100,141,1515.0,50,0.75,2.0,1.5,1470.7005304211152,50,0.4,0.6666666666666666,1.3333333333333333,100,0.5,0,44.29946957888478,0,1.3333333333333335,0.16666666666666674,0.35,0.5,0.5,0.0,1,2,2
443,2011-02-16 00:00:00,146,74,1515.5063832019894,50,0.5,0.8571428571428571,0.8571428571428571,1528.7334920786259,50,0.7,1.6,1.2,0,1.0,1,-13.227108876636521,0,-0.742857142857143,-0.34285714285714286,-0.19999999999999996,1.0,0.5,0.0,1,3,2
444,2011-02-17 00:00:00,43,105,1529.9721124214905,50,0.7,1.4,0.8,1544.2457704322421,50,0.7,1.5555555555555556,1.1111111111111112,0,0.55,1,-14.27365801075166,0,-0.15555555555555567,-0.3111111111111111,0.0,0.55,0.5,0.0,4,1,0
445,2011-02-17 00:00:00,8,76,1575.4422337762587,50,0.9,1.375,0.125,1514.2982158794725,50,0.6,1.6,1.0,0,0.6,1,61.14401789678618,0,-0.2250000000000001,-0.875,0.30000000000000004,0.6,0.5,0.0,2,3,2
446,2011-02-17 00:00:00,128,120,1456.9114557615724,50,0.0,0.3333333333333333,1.3333333333333333,1513.0885442384276,50,0.6666666666666666,1.3333333333333333,0.6666666666666666,100,0.9,0,-56.17708847685526,0,-1.0,0.6666666666666666,-0.6666666666666666,0.9,0.5,0.0,1,2,2
447,2011-02-18 00:00:00,45,136,1556.2377413877925,50,1.0,2.0,0.25,1470.6750850164462,50,0.3,1.1111111111111112,1.4444444444444444,100,0.5,0,85.56265637134629,0,0.8888888888888888,-1.1944444444444444,0.7,0.5,0.5,0.0,2,2,1
448,2011-02-18 00:00:00,125,79,1515.5661680055857,50,0.6,1.25,1.125,1515.6459936494489,50,0.6,1.2,1.0,100,0.9,0,-0.07982564386315971,0,0.050000000000000044,0.125,0.0,0.9,0.5,0.0,0,0,1
449,2011-02-18 00:00:00,146,99,1499.837362977514,50,0.3,0.875,1.125,1467.5638657269474,50,0.6,0.7,1.1,100,0.9,0,32.27349725056661,0,0.17500000000000004,0.02499999999999991,-0.3,0.9,0.5,0.0,2,2,1
450,2011-02-18 00:00:00,40,42,1515.0266878645946,50,0.625,1.25,0.75,1485.6471999915343,50,0.3333333333333333,1.0,1.3333333333333333,100,0.9,0,29.37948787306027,0,0.25,-0.5833333333333333,0.2916666666666667,0.9,0.5,0.0,1,1,1
451,2011-02-19 00:00:00,118,90,1514.1462543140713,50,0.7,1.1666666666666667,0.6666666666666666,1486.3489709794846,50,0.4,1.2,1.2,100,0.9,0,27.79728333458661,0,-0.033333333333333215,-0.5333333333333333,0.29999999999999993,0.9,0.5,0.0,2,0,0
452,2011-02-20 00:00:00,48,27,1454.3829442214962,50,0.0,0.3333333333333333,1.6666666666666667,1468.7646409911824,50,0.3,1.0,1.6,0,1.0,1,-14.381696769686187,0,-0.6666666666666667,0.06666666666666665,-0.3,1.0,0.5,0.0,1,1,1
453,2011-02-20 00:00:00,132,61,1528.6813127402609,50,0.75,1.0,0.25,1485.6471999915343,50,0.25,0.5,1.5,100,0.3,0,43.03411274872656,0,0.5,-1.25,0.5,0.3,0.5,0.0,1,2,2
454,2011-02-24 00:00:00,60,68,1484.3541645866446,50,0.5,1.0,1.375,1500.6471999915343,50,0.5,0.5,0.5,100,0.5,0,-16.29303540488968,0,0.5,0.875,0.0,0.5,0.5,0.0,0,2,2
455,2011-02-24 00:00:00,26,155,1484.4907757155393,50,0.6,0.8,1.1,1473.168802717684,50,0.5,0.5,1.25,0,0.6,1,11.321972997855255,0,0.30000000000000004,-0.1499999999999999,0.09999999999999998,0.6,0.5,0.0,0,0,1
456,2011-02-26 00:00:00,112,59,1513.6534113484925,50,0.6,1.2,1.0,1487.623728515091,50,0.7,0.75,1.0,100,0.9,0,26.029682833401466,0,0.44999999999999996,0.0,-0.09999999999999998,0.9,0.5,0.0,1,0,0
457,2011-02-27 00:00:00,54,66,1436.7848182811783,50,0.1,0.2,1.6,1484.3807418458844,50,0.3333333333333333,0.3333333333333333,1.0,100,0.9,0,-47.59592356470603,0,-0.1333333333333333,0.6000000000000001,-0.2333333333333333,0.9,0.5,0.0,2,0,0
458,2011-02-27 00:00:00,66,45,1484.3807418458844,50,0.3333333333333333,0.3333333333333333,1.0,1553.8307476548214,50,0.9,2.0,0.6,100,0.7,0,-69.45000580893702,0,-1.6666666666666667,0.4,-0.5666666666666667,0.7,0.5,0.0,0,2,2
459,2011-02-27 00:00:00,70,77,1485.0,50,0.25,0.5,1.5,1559.8627612899575,50,0.9,1.5,1.0,100,0.9,0,-74.86276128995746,0,-1.0,0.5,-0.65,0.9,0.5,0.0,1,1,1
460,2011-02-28 00:00:00,104,93,1501.29324546508,50,0.5,0.75,0.75,1501.3513899058808,50,0.5,0.7142857142857143,1.0,100,0.9,0,-0.05814444080078829,0,0.0357142857142857,-0.25,0.0,0.9,0.5,0.0,0,0,1
461,2011-02-28 00:00:00,87,55,1515.0,50,1.0,3.0,1.0,1563.982388002048,50,1.0,2.25,0.75,100,0.7,0,-48.98238800204808,0,0.75,0.25,0.0,0.7,0.5,0.0,2,1,0
462,2011-03-01 00:00:00,3,74,1614.8273954101487,50,1.0,2.857142857142857,0.14285714285714285,1544.971196152722,50,0.8,1.8333333333333333,1.1666666666666667,100,0.3,0,69.85619925742662,0,1.023809523809524,-1.023809523809524,0.19999999999999996,0.3,0.5,0.0,1,0,0
463,2011-03-01 00:00:00,139,125,1453.737092572586,50,0.125,0.5,1.75,1514.8945718180175,50,0.5,1.1111111111111112,1.0,0,1.0,1,-61.15747924543143,0,-0.6111111111111112,0.75,-0.375,1.0,0.5,0.0,0,1,2
464,2011-03-01 00:00:00,2,6,1515.0,50,1.0,5.0,0.0,1561.2309292157124,50,1.0,2.0,0.0,100,0.7,0,-46.23092921571242,0,3.0,0.0,0.0,0.7,0.5,0.0,0,2,2
465,2011-03-02 00:00:00,158,21,1515.6192581541156,50,0.6666666666666666,1.0,1.0,1531.2328305456017,50,0.7,1.4,1.0,100,0.9,0,-15.61357239148606,0,-0.3999999999999999,0.0,-0.033333333333333326,0.9,0.5,0.0,1,2,2
466,2011-03-02 00:00:00,62,158,1500.6471999915343,50,0.5,1.0,1.0,1515.6192581541156,50,0.6666666666666666,1.0,1.0,100,0.3,0,-14.972058162581334,0,0.0,0.0,-0.16666666666666663,0.3,0.5,0.0,0,1,2
467,2011-03-02 00:00:00,149,117,1485.0,50,0.3333333333333333,0.3333333333333333,1.3333333333333333,1485.7029842313339,50,0.4,1.0,1.4,100,0.9,0,-0.7029842313338577,0,-0.6666666666666667,-0.06666666666666665,-0.06666666666666671,0.9,0.5,0.0,1,0,0
468,2011-03-04 00:00:00,67,102,1431.6512804141892,50,0.3,0.9,1.0,1469.3528000084657,50,0.0,0.0,1.0,100,0.7,0,-37.70151959427653,0,0.9,0.0,0.3,0.7,0.5,0.0,2,1,0
469,2011-03-04 00:00:00,102,126,1469.3528000084657,50,0.0,0.0,1.0,1501.3490791021454,50,0.5,0.8,0.6,100,0.5,0,-31.996279093679732,0,-0.8,0.4,-0.5,0.5,0.5,0.0,0,2,2
470,2011-03-04 00:00:00,43,13,1543.6813127402609,50,0.8,1.8333333333333333,0.8333333333333334,1528.0681235090951,50,0.5,1.125,0.625,100,0.5,0,15.613189231165734,0,0.7083333333333333,0.20833333333333337,0.30000000000000004,0.5,0.5,0.0,0,0,1
471,2011-03-05 00:00:00,77,2,1562.4219694401384,50,0.8,1.4444444444444444,1.0,1499.3528000084657,50,0.5,2.5,1.0,100,0.9,0,63.06916943167266,0,-1.0555555555555556,0.0,0.30000000000000004,0.9,0.5,0.0,0,2,2
472,2011-03-05 00:00:00,112,52,1528.0642494476429,50,0.6,1.1666666666666667,0.8333333333333334,1501.2131411732205,50,0.4,1.4285714285714286,1.1428571428571428,0,0.6,1,26.85110827442236,0,-0.26190476190476186,-0.3095238095238094,0.19999999999999996,0.6,0.5,0.0,2,2,1
473,2011-03-05 00:00:00,98,143,1546.9633303348621,50,0.8,1.75,1.125,1523.7303774820657,50,0.5,1.5714285714285714,1.4285714285714286,0,0.6,1,23.232952852796416,0,0.1785714285714286,-0.3035714285714286,0.30000000000000004,0.6,0.5,0.0,3,0,0
474,2011-03-06 00:00:00,69,19,1471.8847545269387,50,0.4,0.8333333333333334,1.0,1500.0,50,0.5,1.0,1.0,100,0.7,0,-28.11524547306135,0,-0.16666666666666663,0.0,-0.09999999999999998,0.7,0.5,0.0,3,1,0
475,2011-03-06 00:00:00,152,19,1472.5759789354724,50,0.25,1.0,1.75,1500.0,50,0.5,1.0,1.0,100,0.8,0,-27.42402106452755,0,0.0,0.75,-0.25,0.8,0.5,0.0,0,1,2
476,2011-03-07 00:00:00,7,18,1572.9200626072893,50,0.9,1.5,0.25,1469.351435430305,50,0.2,0.5,0.8333333333333334,100,0.9,0,103.56862717698436,0,1.0,-0.5833333333333334,0.7,0.9,0.5,0.0,1,2,2
477,2011-03-09 00:00:00,112,36,1526.8552467054037,50,0.7,1.2857142857142858,1.0,1515.0291418419654,50,0.6,1.0,0.4,0,0.75,1,11.826104863438331,0,0.2857142857142858,0.6,0.09999999999999998,0.75,0.5,0.0,0,2,2
478,2011-03-09 00:00:00,154,24,1485.675141828953,50,0.375,0.5,1.25,1486.2312564111132,50,0.2,1.0,1.2222222222222223,100,0.7,0,-0.5561145821602622,0,-0.5,0.02777777777777768,0.175,0.7,0.5,0.0,0,2,2
479,2011-03-10 00:00:00,53,7,1499.3528000084657,50,0.5,1.0,1.0,1554.8172764003082,50,0.7,1.4444444444444444,0.4444444444444444,100,0.3,0,-55.46447639184248,0,-0.4444444444444444,0.5555555555555556,-0.19999999999999996,0.3,0.5,0.0,0,1,2
480,2011-03-11 00:00:00,143,2,1509.7533100353244,50,0.3,1.375,1.625,1514.324858171047,50,0.6666666666666666,2.3333333333333335,0.6666666666666666,100,0.9,0,-4.571548135722651,0,-0.9583333333333335,0.9583333333333334,-0.36666666666666664,0.9,0.5,0.0,0,2,2
481,2011-03-12 00:00:00,98,14,1559.9480195616502,50,1.0,1.8888888888888888,1.0,1440.0485383161508,50,0.0,0.25,2.0,100,0.3,0,119.89948124549937,0,1.6388888888888888,-1.0,1.0,0.3,0.5,0.0,3,0,0
482,2011-03-16 00:00:00,103,74,1598.0941996867975,50,1.0,1.8571428571428572,0.14285714285714285,1531.9019879151404,50,0.7,1.5714285714285714,1.1428571428571428,100,0.7,0,66.19221177165718,0,0.2857142857142858,-1.0,0.30000000000000004,0.7,0.5,0.0,0,1,2
483,2011-03-16 00:00:00,138,68,1459.443611240089,50,0.3,0.42857142857142855,1.1428571428571428,1515.675141828953,50,0.6666666666666666,1.0,0.3333333333333333,0,0.75,1,-56.23153058886396,0,-0.5714285714285714,0.8095238095238095,-0.36666666666666664,0.75,0.5,0.0,0,1,2
484,2011-03-17 00:00:00,139,137,1440.722701510359,50,0.1,0.4,1.6,1501.293141817196,50,0.5,1.0,0.8,100,0.9,0,-60.5704403068371,0,-0.6,0.8,-0.4,0.9,0.5,0.0,0,1,2
485,2011-03-20 00:00:00,43,87,1541.8053129637192,50,0.8,1.5714285714285714,0.7142857142857143,1529.3528000084657,50,1.0,2.5,1.0,0,0.6,1,12.452512955253496,0,-0.9285714285714286,-0.2857142857142857,-0.19999999999999996,0.6,0.5,0.0,1,1,1
486,2011-03-21 00:00:00,94,130,1503.694970825358,50,0.7,1.125,1.0,1468.737092572586,50,0.3,0.8,1.2,100,0.3,0,34.957878252771934,0,0.32499999999999996,-0.19999999999999996,0.39999999999999997,0.3,0.5,0.0,1,1,1
487,2011-03-22 00:00:00,158,155,1514.9430161182552,50,0.6,1.0,1.0,1472.012704191687,50,0.4,0.4444444444444444,1.1111111111111112,100,0.9,0,42.930311926568265,0,0.5555555555555556,-0.11111111111111116,0.19999999999999996,0.9,0.5,0.0,1,1,1
488,2011-03-22 00:00:00,24,25,1500.6371229638382,50,0.4,1.1,1.1,1514.9453744910352,50,0.625,1.0,0.75,0,0.6,1,-14.308251527196944,0,0.10000000000000009,0.3500000000000001,-0.22499999999999998,0.6,0.5,0.0,1,3,2
489,2011-03-23 00:00:00,120,86,1528.6533549549126,50,0.75,1.5,0.75,1499.3807418458844,50,0.5,1.0,1.0,100,0.9,0,29.27261310902827,0,0.5,-0.25,0.25,0.9,0.5,0.0,2,0,0
490,2011-03-23 00:00:00,110,58,1515.0290962587944,50,0.625,1.25,1.25,1470.6738858037515,50,0.3,0.6,1.0,100,0.5,0,44.35521045504288,0,0.65,0.25,0.325,0.5,0.5,0.0,1,0,0
491,2011-03-24 00:00:00,103,92,1578.9681888889127,50,0.8,1.625,0.25,1488.758648733698,50,0.7,0.8,1.4,100,0.9,0,90.20954015521465,0,0.825,-1.15,0.10000000000000009,0.9,0.5,0.0,0,0,1
492,2011-03-24 00:00:00,66,46,1453.7649716562692,50,0.2,0.2,1.4,1484.2957099919042,50,0.4,1.2,1.4,100,0.7,0,-30.53073833563508,0,-1.0,0.0,-0.2,0.7,0.5,0.0,2,0,0
493,2011-03-24 00:00:00,107,34,1546.9080295941144,50,0.8,1.6666666666666667,0.6666666666666666,1453.0634155541736,50,0.2,0.6,1.4,100,0.7,0,93.84461403994078,0,1.0666666666666669,-0.7333333333333333,0.6000000000000001,0.7,0.5,0.0,1,0,0
494,2011-03-25 00:00:00,137,106,1516.3489709794846,50,0.6,1.0,0.6666666666666666,1512.984866971235,50,0.4,0.875,0.875,0,0.6,1,3.3641040082495692,0,0.125,-0.20833333333333337,0.19999999999999996,0.6,0.5,0.0,1,1,1
495,2011-03-25 00:00:00,117,102,1470.086080611207,50,0.4,0.8333333333333334,1.3333333333333333,1438.7690707842876,50,0.0,0.25,1.5,100,0.9,0,31.317009826919502,0,0.5833333333333334,-0.16666666666666674,0.4,0.9,0.5,0.0,0,0,1
496,2011-03-26 00:00:00,119,75,1516.2652000941816,50,0.625,1.5,1.25,1528.0885442384276,50,0.8333333333333334,1.3333333333333333,0.3333333333333333,100,0.3,0,-11.823344144245993,0,0.16666666666666674,0.9166666666666667,-0.20833333333333337,0.3,0.5,0.0,2,1,0
497,2011-03-26 00:00:00,57,119,1503.1186306756063,50,0.6,1.1666666666666667,1.6666666666666667,1516.2652000941816,50,0.625,1.5,1.25,100,0.9,0,-13.146569418575382,0,-0.33333333333333326,0.41666666666666674,-0.025000000000000022,0.9,0.5,0.0,1,1,1
498,2011-03-28 00:00:00,73,42,1501.2632961439042,50,0.5,1.3333333333333333,1.0,1485.0278920616945,50,0.375,1.0,1.25,0,0.55,1,16.235404082209698,0,0.33333333333333326,-0.25,0.125,0.55,0.5,0.0,2,1,0
499,2011-03-29 00:00:00,135,130,1424.4925418221055,50,0.3,0.4444444444444444,1.3333333333333333,1467.3909954008,50,0.3,0.8333333333333334,1.1666666666666667,100,0.8,0,-42.89845357869444,0,-0.38888888888888895,0.16666666666666652,0.0,0.8,0.5,0.0,1,0,0
500,2011-04-02 00:00:00,151,45,1469.3528000084657,50,0.0,0.5,2.0,1571.1363878974973,50,0.9,2.0,0.5,0,1.0,1,-101.78358788903165,0,-1.5,1.5,-0.9,1.0,0.5,0.0,0,1,2
501,2011-04-03 00:00:00,18,147,1483.0316521213724,50,0.4,0.7142857142857143,0.8571428571428571,1515.0,50,0.75,1.0,0.0,100,0.8,0,-31.968347878627583,0,-0.2857142857142857,0.8571428571428571,-0.35,0.8,0.5,0.0,2,2,1
502,2011-04-05 00:00:00,155,85,1470.8070022806814,50,0.5,0.5,1.1,1502.5817585538655,50,0.4,1.125,1.125,100,0.3,0,-31.77475627318404,0,-0.625,-0.02499999999999991,0.09999999999999998,0.3,0.5,0.0,1,2,2
503,2011-04-05 00:00:00,137,40,1515.6436496790718,50,0.7,1.0,0.7142857142857143,1514.3783378141295,50,0.6,1.2,0.8,100,0.9,0,1.265311864942305,0,-0.19999999999999996,-0.08571428571428574,0.09999999999999998,0.9,0.5,0.0,1,0,0
504,2011-04-06 00:00:00,29,8,1455.727058527905,50,0.1,0.8571428571428571,1.5714285714285714,1557.2353740086317,50,0.7,1.4444444444444444,0.4444444444444444,100,0.9,0,-101.50831548072665,0,-0.5873015873015873,1.126984126984127,-0.6,0.9,0.5,0.0,1,2,2
505,2011-04-06 00:00:00,38,87,1532.6090045992,50,0.7,1.4,1.0,1530.6170557785038,50,0.8333333333333334,2.0,1.0,100,0.3,0,1.9919488206962797,0,-0.6000000000000001,0.0,-0.13333333333333341,0.3,0.5,0.0,2,0,0
506,2011-04-06 00:00:00,81,60,1468.7371721278626,50,0.3,1.125,1.375,1470.0291933624335,50,0.3,0.8888888888888888,1.4444444444444444,100,0.9,0,-1.2920212345709388,0,0.23611111111111116,-0.06944444444444442,0.0,0.9,0.5,0.0,1,0,0
507,2011-04-09 00:00:00,31,24,1499.4109342190714,50,0.6,1.3333333333333333,1.5,1485.6096161851913,50,0.4,1.1,1.4,100,0.3,0,13.80131803388008,0,0.23333333333333317,0.10000000000000009,0.19999999999999996,0.3,0.5,1.0,1,2,2
508,2011-04-09 00:00:00,99,158,1466.1675396072162,50,0.5,0.9,1.2,1514.2982717560344,50,0.7,1.0,1.0,0,0.6,1,-48.1307321488182,0,-0.09999999999999998,0.19999999999999996,-0.19999999999999996,0.6,0.5,0.0,1,1,1
509,2011-04-09 00:00:00,35,128,1559.9514616838492,50,1.0,2.0,0.75,1443.7622586122075,50,0.0,0.5,1.5,100,0.7,0,116.18920307164171,0,1.5,-0.75,1.0,0.7,0.5,1.0,1,0,0
510,2011-04-09 00:00:00,122,142,1484.3807418458844,50,0.3333333333333333,2.0,2.3333333333333335,1453.7066974374013,50,0.2,0.8571428571428571,1.4285714285714286,100,0.3,0,30.67404440848304,0,1.1428571428571428,0.9047619047619049,0.1333333333333333,0.3,0.5,0.0,2,0,0
